Name,ID,Overall,Attack,Midfield,Defence,Speed,Dribbling,Passing,Positioning,Crossing,Shooting,Aggression,Pressure,Team width,Defender line,International prestige,Players,Starting XI average age,href,game
New Zealand,111473,68,72,67,68,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,23,25.18,https://sofifa.com/team/111473/new-zealand/,FIFA20
Bulgaria,1327,65,65,65,64,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,27.36,https://sofifa.com/team/1327/bulgaria/,FIFA20
India,111466,60,63,60,60,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,23,31.36,https://sofifa.com/team/111466/india/,FIFA20
France,1335,85,87,85,82,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,23,26.82,https://sofifa.com/team/1335/france/,FIFA21
Germany,1337,84,84,85,84,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,23,27.0,https://sofifa.com/team/1337/germany/,FIFA21
Spain,1362,84,82,83,82,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,23,24.91,https://sofifa.com/team/1362/spain/,FIFA21
Britain,1318,83,85,83,81,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,23,25.0,https://sofifa.com/team/1318/england/,FIFA21
Belgium,1325,83,85,83,80,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,23,28.45,https://sofifa.com/team/1325/belgium/,FIFA21
Portugal,1354,83,85,82,82,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,23,27.45,https://sofifa.com/team/1354/portugal/,FIFA21
Argentina,1369,83,86,82,80,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,23,26.73,https://sofifa.com/team/1369/argentina/,FIFA21
Italy,1343,82,83,82,82,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,23,27.64,https://sofifa.com/team/1343/italy/,FIFA21
Netherlands,105035,82,81,83,83,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,23,27.45,https://sofifa.com/team/105035/netherlands/,FIFA21
Brazil,1370,80,81,80,80,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,23,24.73,https://sofifa.com/team/1370/brazil/,FIFA21
Uruguay,1377,79,79,79,78,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,23,30.91,https://sofifa.com/team/1377/uruguay/,FIFA21
Colombia,111109,78,81,79,77,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,23,26.82,https://sofifa.com/team/111109/colombia/,FIFA21
Denmark,1331,78,76,82,78,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,26.27,https://sofifa.com/team/1331/denmark/,FIFA21
Switzerland,1364,78,75,78,77,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,26.09,https://sofifa.com/team/1364/switzerland/,FIFA21
Austria,1322,77,81,78,78,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,25.82,https://sofifa.com/team/1322/austria/,FIFA21
Czechia,1330,77,76,76,76,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,27.0,https://sofifa.com/team/1330/czechia/,FIFA21
Poland,1353,77,82,74,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,27.91,https://sofifa.com/team/1353/poland/,FIFA21
Turkey,1365,77,79,76,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,25.18,https://sofifa.com/team/1365/turkiye/,FIFA21
Côte d'Ivoire,111112,76,77,75,76,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,27.09,https://sofifa.com/team/111112/cote-divoire/,FIFA21
Norway,1352,76,79,77,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,23,24.82,https://sofifa.com/team/1352/norway/,FIFA21
Russia,1357,76,77,76,76,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,28.45,https://sofifa.com/team/1357/russia/,FIFA21
Sweden,1363,76,78,76,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,26.0,https://sofifa.com/team/1363/sweden/,FIFA21
Mexico,1386,76,78,76,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,23,27.45,https://sofifa.com/team/1386/mexico/,FIFA21
Scotland,1359,75,72,76,76,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,26.36,https://sofifa.com/team/1359/scotland/,FIFA21
Chile,111459,75,74,76,73,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,23,28.64,https://sofifa.com/team/111459/chile/,FIFA21
Greece,1338,74,72,75,72,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,25.45,https://sofifa.com/team/1338/greece/,FIFA21
Wales,1367,74,77,74,72,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,24.91,https://sofifa.com/team/1367/wales/,FIFA21
United States,1387,74,75,74,72,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,23.0,https://sofifa.com/team/1387/united-states/,FIFA21
Egypt,111130,73,78,73,72,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,26.73,https://sofifa.com/team/111130/egypt/,FIFA21
Republic of Ireland,1355,73,71,72,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,28.18,https://sofifa.com/team/1355/republic-of-ireland/,FIFA21
Romania,1356,73,72,74,71,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,26.91,https://sofifa.com/team/1356/romania/,FIFA21
Slovenia,1361,73,70,73,71,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,26.64,https://sofifa.com/team/1361/slovenia/,FIFA21
Paraguay,1375,73,72,74,72,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,26.36,https://sofifa.com/team/1375/paraguay/,FIFA21
Canada,111455,73,73,74,69,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,23,26.82,https://sofifa.com/team/111455/canada/,FIFA21
Ecuador,111465,73,74,72,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,32.64,https://sofifa.com/team/111465/ecuador/,FIFA21
Peru,111108,72,71,73,71,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,23,28.09,https://sofifa.com/team/111108/peru/,FIFA21
Hungary,1886,72,72,69,72,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,26.36,https://sofifa.com/team/1886/hungary/,FIFA21
Australia,1415,72,71,71,71,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,27.55,https://sofifa.com/team/1415/australia/,FIFA21
Finland,1334,71,70,71,68,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,23,28.55,https://sofifa.com/team/1334/finland/,FIFA21
Iceland,1341,71,70,71,69,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,23,29.55,https://sofifa.com/team/1341/iceland/,FIFA21
Venezuela,111487,71,74,70,69,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,23,24.27,https://sofifa.com/team/111487/venezuela/,FIFA21
China PR,1413,71,74,68,70,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,23,28.91,https://sofifa.com/team/1413/china-pr/,FIFA21
South Africa,111099,71,71,71,71,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,26.82,https://sofifa.com/team/111099/south-africa/,FIFA21
Northern Ireland,110081,70,67,71,71,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,23,28.09,https://sofifa.com/team/110081/northern-ireland/,FIFA21
Cameroon,1395,70,72,71,70,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,24.18,https://sofifa.com/team/1395/cameroon/,FIFA21
New Zealand,111473,68,72,66,67,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,23,25.64,https://sofifa.com/team/111473/new-zealand/,FIFA21
Bulgaria,1327,67,67,68,66,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,27.64,https://sofifa.com/team/1327/bulgaria/,FIFA21
Bolivia,111451,66,59,66,66,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,23,24.82,https://sofifa.com/team/111451/bolivia/,FIFA21
India,111466,60,62,60,60,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,23,32.36,https://sofifa.com/team/111466/india/,FIFA21
France,1335,85,85,86,83,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,23,27.36,https://sofifa.com/team/1335/france/,FIFA22
Germany,1337,85,83,85,81,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,23,25.64,https://sofifa.com/team/1337/germany/,FIFA22
Portugal,1354,84,85,83,85,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,23,29.09,https://sofifa.com/team/1354/portugal/,FIFA22
Spain,1362,84,83,85,83,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,23,25.55,https://sofifa.com/team/1362/spain/,FIFA22
Britain,1318,83,85,83,82,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,23,26.09,https://sofifa.com/team/1318/england/,FIFA22
Belgium,1325,83,83,82,80,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,23,29.18,https://sofifa.com/team/1325/belgium/,FIFA22
Italy,1343,83,84,84,82,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,23,27.18,https://sofifa.com/team/1343/italy/,FIFA22
Argentina,1369,83,86,81,81,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,23,27.82,https://sofifa.com/team/1369/argentina/,FIFA22
Netherlands,105035,82,82,81,83,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,23,26.0,https://sofifa.com/team/105035/netherlands/,FIFA22
Brazil,1370,80,80,80,80,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,23,26.45,https://sofifa.com/team/1370/brazil/,FIFA22
Denmark,1331,78,77,79,78,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,27.09,https://sofifa.com/team/1331/denmark/,FIFA22
Austria,1322,77,79,78,77,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,26.55,https://sofifa.com/team/1322/austria/,FIFA22
Czechia,1330,77,79,76,76,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,25.18,https://sofifa.com/team/1330/czechia/,FIFA22
Poland,1353,77,81,74,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,26.73,https://sofifa.com/team/1353/poland/,FIFA22
Mexico,1386,77,79,78,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,23,26.09,https://sofifa.com/team/1386/mexico/,FIFA22
Norway,1352,76,81,76,73,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,23.82,https://sofifa.com/team/1352/norway/,FIFA22
Scotland,1359,76,73,76,77,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,25.82,https://sofifa.com/team/1359/scotland/,FIFA22
Sweden,1363,76,78,75,76,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,25.45,https://sofifa.com/team/1363/sweden/,FIFA22
Ukraine,1366,76,76,77,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,25.64,https://sofifa.com/team/1366/ukraine/,FIFA22
United States,1387,75,75,75,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,22.18,https://sofifa.com/team/1387/united-states/,FIFA22
Wales,1367,74,74,74,72,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,27.27,https://sofifa.com/team/1367/wales/,FIFA22
Greece,1338,73,72,75,73,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,25.45,https://sofifa.com/team/1338/greece/,FIFA22
Republic of Ireland,1355,73,69,73,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,26.82,https://sofifa.com/team/1355/republic-of-ireland/,FIFA22
Hungary,1886,73,74,69,73,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,26.27,https://sofifa.com/team/1886/hungary/,FIFA22
Canada,111455,73,75,73,70,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,23,27.18,https://sofifa.com/team/111455/canada/,FIFA22
Romania,1356,72,72,72,68,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,27.45,https://sofifa.com/team/1356/romania/,FIFA22
Finland,1334,71,72,72,67,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,23,27.91,https://sofifa.com/team/1334/finland/,FIFA22
Northern Ireland,110081,70,65,70,71,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,23,28.55,https://sofifa.com/team/110081/northern-ireland/,FIFA22
Australia,1415,70,75,69,70,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,27.27,https://sofifa.com/team/1415/australia/,FIFA22
Iceland,1341,69,70,68,68,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,23,24.82,https://sofifa.com/team/1341/iceland/,FIFA22
China PR,1413,69,70,69,67,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,23,29.36,https://sofifa.com/team/1413/china-pr/,FIFA22
New Zealand,111473,68,69,67,68,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,23,25.09,https://sofifa.com/team/111473/new-zealand/,FIFA22
Britain,1318,84,85,83,82,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,23,25.91,https://sofifa.com/team/1318/england/,FIFA23
France,1335,83,85,83,83,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,23,24.64,https://sofifa.com/team/1335/france/,FIFA23
Germany,1337,83,80,84,80,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,23,25.73,https://sofifa.com/team/1337/germany/,FIFA23
Portugal,1354,83,84,84,83,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,23,29.36,https://sofifa.com/team/1354/portugal/,FIFA23
Spain,1362,83,83,84,83,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,23,27.55,https://sofifa.com/team/1362/spain/,FIFA23
Argentina,1369,83,84,81,82,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,23,28.09,https://sofifa.com/team/1369/argentina/,FIFA23
Italy,1343,82,81,85,81,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,23,27.73,https://sofifa.com/team/1343/italy/,FIFA23
Netherlands,105035,82,83,81,82,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,23,27.82,https://sofifa.com/team/105035/netherlands/,FIFA23
Belgium,1325,80,81,78,78,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,23,27.18,https://sofifa.com/team/1325/belgium/,FIFA23
Brazil,1370,80,81,80,80,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,23,26.36,https://sofifa.com/team/1370/brazil/,FIFA23
Croatia,1328,79,77,82,78,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,27.64,https://sofifa.com/team/1328/croatia/,FIFA23
Denmark,1331,78,75,79,79,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,25.91,https://sofifa.com/team/1331/denmark/,FIFA23
Morocco,111111,77,77,76,78,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,23,26.36,https://sofifa.com/team/111111/morocco/,FIFA23
Austria,1322,77,78,78,77,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,25.82,https://sofifa.com/team/1322/austria/,FIFA23
Poland,1353,77,79,76,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,25.64,https://sofifa.com/team/1353/poland/,FIFA23
Mexico,1386,77,78,77,76,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,23,27.64,https://sofifa.com/team/1386/mexico/,FIFA23
Czechia,1330,76,77,77,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,27.18,https://sofifa.com/team/1330/czechia/,FIFA23
Norway,1352,76,82,78,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,25.45,https://sofifa.com/team/1352/norway/,FIFA23
Sweden,1363,76,78,77,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,25.91,https://sofifa.com/team/1363/sweden/,FIFA23
Scotland,1359,75,72,75,76,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,25.82,https://sofifa.com/team/1359/scotland/,FIFA23
Ukraine,1366,75,74,77,72,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,25.64,https://sofifa.com/team/1366/ukraine/,FIFA23
Ghana,111462,75,81,75,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,26.0,https://sofifa.com/team/111462/ghana/,FIFA23
United States,1387,75,74,75,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,23,23.82,https://sofifa.com/team/1387/united-states/,FIFA23
Wales,1367,73,74,72,73,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,25.82,https://sofifa.com/team/1367/wales/,FIFA23
Hungary,1886,73,76,72,73,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,23,25.55,https://sofifa.com/team/1886/hungary/,FIFA23
Canada,111455,73,77,73,70,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,23,25.91,https://sofifa.com/team/111455/canada/,FIFA23
Republic of Ireland,1355,72,69,71,73,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,24.18,https://sofifa.com/team/1355/republic-of-ireland/,FIFA23
Finland,1334,71,72,71,68,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,23,27.55,https://sofifa.com/team/1334/finland/,FIFA23
Romania,1356,71,70,73,69,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,25.27,https://sofifa.com/team/1356/romania/,FIFA23
Australia,1415,71,70,71,70,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,23,27.91,https://sofifa.com/team/1415/australia/,FIFA23
Iceland,1341,70,70,68,71,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,23,27.73,https://sofifa.com/team/1341/iceland/,FIFA23
Northern Ireland,110081,69,66,69,71,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,23,28.64,https://sofifa.com/team/110081/northern-ireland/,FIFA23
China PR,1413,69,70,68,67,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,23,28.73,https://sofifa.com/team/1413/china-pr/,FIFA23
Qatar,111527,68,71,69,68,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,23,28.0,https://sofifa.com/team/111527/qatar/,FIFA23
New Zealand,111473,66,67,64,65,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,23,24.45,https://sofifa.com/team/111473/new-zealand/,FIFA23
Britain,1318,85,87,86,83,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,26,26.27,https://sofifa.com/team/1318/england/,FIFA24
France,1335,85,85,85,83,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,26,26.18,https://sofifa.com/team/1335/france/,FIFA24
Germany,1337,84,81,83,83,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,26,26.64,https://sofifa.com/team/1337/germany/,FIFA24
Portugal,1354,84,85,84,83,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,26,26.91,https://sofifa.com/team/1354/portugal/,FIFA24
Argentina,1369,84,85,83,82,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,26,27.73,https://sofifa.com/team/1369/argentina/,FIFA24
Spain,1362,83,83,84,83,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,26,27.0,https://sofifa.com/team/1362/spain/,FIFA24
Italy,1343,82,82,82,82,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,26,28.18,https://sofifa.com/team/1343/italy/,FIFA24
Netherlands,105035,82,82,82,83,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,26,25.55,https://sofifa.com/team/105035/netherlands/,FIFA24
Belgium,1325,81,82,81,77,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,26,27.73,https://sofifa.com/team/1325/belgium/,FIFA24
Croatia,1328,79,77,82,77,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,26,27.18,https://sofifa.com/team/1328/croatia/,FIFA24
Denmark,1331,79,76,78,79,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,26,27.27,https://sofifa.com/team/1331/denmark/,FIFA24
Morocco,111111,78,77,76,79,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,26,26.18,https://sofifa.com/team/111111/morocco/,FIFA24
Poland,1353,77,79,75,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,26,26.82,https://sofifa.com/team/1353/poland/,FIFA24
Sweden,1363,77,82,76,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,26,26.64,https://sofifa.com/team/1363/sweden/,FIFA24
Ukraine,1366,77,81,77,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,26,24.27,https://sofifa.com/team/1366/ukraine/,FIFA24
Mexico,1386,77,78,77,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,26,26.36,https://sofifa.com/team/1386/mexico/,FIFA24
Norway,1352,76,83,77,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,26,25.82,https://sofifa.com/team/1352/norway/,FIFA24
Scotland,1359,76,72,77,76,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,26,26.73,https://sofifa.com/team/1359/scotland/,FIFA24
United States,1387,76,76,76,76,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,26,25.36,https://sofifa.com/team/1387/united-states/,FIFA24
Czechia,1330,75,74,75,75,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,26,25.45,https://sofifa.com/team/1330/czechia/,FIFA24
Hungary,1886,75,76,71,73,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,26,26.27,https://sofifa.com/team/1886/hungary/,FIFA24
Ghana,111462,75,74,77,73,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,26,26.64,https://sofifa.com/team/111462/ghana/,FIFA24
Republic of Ireland,1355,73,73,71,73,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,26,24.73,https://sofifa.com/team/1355/republic-of-ireland/,FIFA24
Wales,1367,73,74,72,74,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,26,26.09,https://sofifa.com/team/1367/wales/,FIFA24
Romania,1356,72,70,72,71,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,26,26.45,https://sofifa.com/team/1356/romania/,FIFA24
Finland,1334,71,70,71,67,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,26,28.73,https://sofifa.com/team/1334/finland/,FIFA24
Iceland,1341,71,74,71,71,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,26,27.55,https://sofifa.com/team/1341/iceland/,FIFA24
Northern Ireland,110081,70,66,69,73,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,26,27.73,https://sofifa.com/team/110081/northern-ireland/,FIFA24
Qatar,111527,69,58,69,68,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,26,27.27,https://sofifa.com/team/111527/qatar/,FIFA24
New Zealand,111473,67,68,67,66,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,26,25.55,https://sofifa.com/team/111473/new-zealand/,FIFA24
