Name,ID,League,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Shooting,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age,href,country,game
ACR Messina,1845,Serie A,71,70,69,72,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,11,7,23,27.45,27.0,https://sofifa.com/team/1845/acr-messina/,Italy,FIFA7
Fluminense,567,Série A,71,72,71,68,1100000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,17,8,21,26.09,25.19,https://sofifa.com/team/567/fluminense/,Brazil,FIFA7
Málaga CF,573,La Liga 2,71,70,70,64,2000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,9,21,27.55,25.62,https://sofifa.com/team/573/malaga-cf/,Spain,FIFA7
Cruz Azul,1878,Liga MX,71,71,72,67,1800000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,19,8,23,28.0,26.35,https://sofifa.com/team/1878/cruz-azul/,Mexico,FIFA7
Toluca,1882,Liga MX,71,69,66,69,800000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,16,5,23,27.73,25.61,https://sofifa.com/team/1882/toluca/,Mexico,FIFA7
Alkmaar Zaanstreek,1906,Eredivisie,71,70,70,70,500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,16,10,23,26.27,24.57,https://sofifa.com/team/1906/alkmaar-zaanstreek/,Netherlands,FIFA7
Palmeiras,383,Série A,71,73,66,71,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,18,9,23,29.0,26.52,https://sofifa.com/team/383/palmeiras/,Brazil,FIFA7
Tigres UANL,1970,Liga MX,71,71,68,69,750000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,11,6,23,26.64,25.39,https://sofifa.com/team/1970/tigres-uanl/,Mexico,FIFA7
Le Mans FC,1739,Ligue 1,71,71,68,68,5500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,6,23,24.27,23.22,https://sofifa.com/team/1739/le-mans-fc/,France,FIFA7
Club Brugge KV,231,Pro League,71,72,72,69,6000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,19,13,23,27.27,25.09,https://sofifa.com/team/231/club-brugge-kv/,Belgium,FIFA7
Monterrey,1032,Liga MX,70,71,68,68,750000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,12,3,23,25.55,24.35,https://sofifa.com/team/1032/monterrey/,Mexico,FIFA7
Catania,110364,Serie A,70,72,60,69,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,7,23,30.0,27.13,https://sofifa.com/team/110364/catania/,Italy,FIFA7
1. FC Köln,31,2. Bundesliga,70,71,70,70,1500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,13,8,21,25.36,25.33,https://sofifa.com/team/31/1-fc-koln/,Germany,FIFA7
AS Nancy Lorraine,1823,Ligue 1,70,66,69,69,5000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,6,23,26.27,25.22,https://sofifa.com/team/1823/as-nancy-lorraine/,France,FIFA7
MSV Duisburg,1825,2. Bundesliga,70,71,70,69,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,11,6,21,27.73,27.43,https://sofifa.com/team/1825/msv-duisburg/,Germany,FIFA7
Alemannia Aachen,1826,Bundesliga,70,71,69,70,1500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,7,23,25.91,25.48,https://sofifa.com/team/1826/alemannia-aachen/,Germany,FIFA7
FC København,819,Superliga,70,67,69,69,3500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,20,9,23,27.27,25.39,https://sofifa.com/team/819/fc-kobenhavn/,Denmark,FIFA7
RC Strasbourg Alsace,76,Ligue 2,70,66,68,66,1500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,12,7,21,24.91,24.33,https://sofifa.com/team/76/rc-strasbourg-alsace/,France,FIFA7
Hearts,80,Premiership,70,67,63,68,5000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,14,8,23,25.45,24.61,https://sofifa.com/team/80/hearts/,Scotland,FIFA7
Sporting Clube de Braga,1896,Primeira Liga,70,69,69,66,500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,12,4,23,28.73,27.09,https://sofifa.com/team/1896/sporting-clube-de-braga/,Portugal,FIFA7
Sunderland,106,Championship,70,63,70,69,5000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,10,23,25.82,25.13,https://sofifa.com/team/106/sunderland/,Britain,FIFA7
Cádiz CF,1968,La Liga 2,70,69,68,71,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,21,28.18,27.43,https://sofifa.com/team/1968/cadiz-cf/,Spain,FIFA7
Bologna,189,Serie B,70,68,73,64,5000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,13,8,21,30.0,28.67,https://sofifa.com/team/189/bologna/,Italy,FIFA7
AS Reggina 1914,203,Serie A,70,76,63,63,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,12,8,23,26.36,24.43,https://sofifa.com/team/203/as-reggina-1914/,Italy,FIFA7
Deportivo Alavés,463,La Liga 2,70,73,64,71,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,11,8,21,29.27,27.24,https://sofifa.com/team/463/deportivo-alaves/,Spain,FIFA7
Suwon Samsung Bluewings,983,K League 1,70,70,70,69,6500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,16,4,21,26.0,25.86,https://sofifa.com/team/983/suwon-samsung-bluewings/,Korea Republic,FIFA7
Genoa,110556,Serie B,70,75,66,68,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,11,9,21,27.45,26.76,https://sofifa.com/team/110556/genoa/,Italy,FIFA7
Necaxa,101121,Liga MX,69,66,68,67,750000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,14,5,23,27.18,25.65,https://sofifa.com/team/101121/necaxa/,Mexico,FIFA7
Atlético Morelia,1028,Liga MX,69,69,64,70,600000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,3,23,25.45,24.09,https://sofifa.com/team/1028/atletico-morelia/,Mexico,FIFA7
Leeds United,8,Championship,69,70,65,69,2500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,9,21,29.18,28.43,https://sofifa.com/team/8/leeds-united/,Britain,FIFA7
Brøndby IF,269,Superliga,69,67,67,68,2000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,20,9,23,27.64,26.57,https://sofifa.com/team/269/brondby-if/,Denmark,FIFA7
Club Athletico Paranaense,1039,Série A,69,72,67,68,660000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,15,6,21,22.64,23.86,https://sofifa.com/team/1039/club-athletico-paranaense/,Brazil,FIFA7
Southampton,17,Championship,69,67,68,68,3100000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,9,23,26.64,25.61,https://sofifa.com/team/17/southampton/,Britain,FIFA7
Flamengo,1043,Série A,69,71,67,68,1500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,20,10,23,25.64,23.48,https://sofifa.com/team/1043/flamengo/,Brazil,FIFA7
Napoli,48,Serie B,69,70,65,70,760000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,12,7,21,26.64,26.95,https://sofifa.com/team/48/napoli/,Italy,FIFA7
Pachuca,110147,Liga MX,69,64,68,66,750000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,2,23,26.55,23.78,https://sofifa.com/team/110147/pachuca/,Mexico,FIFA7
FC Metz,68,Ligue 2,69,66,71,68,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,21,25.36,23.67,https://sofifa.com/team/68/fc-metz/,France,FIFA7
UD Almería,1861,La Liga 2,69,73,65,60,490000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,5,21,26.27,25.9,https://sofifa.com/team/1861/ud-almeria/,Spain,FIFA7
Legia Warszawa,1871,Ekstraklasa,69,64,68,65,5000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,18,9,23,25.18,23.43,https://sofifa.com/team/1871/legia-warszawa/,Poland,FIFA7
Pumas UNAM,1881,Liga MX,69,68,68,68,970000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,15,8,23,27.27,24.65,https://sofifa.com/team/1881/pumas-unam/,Mexico,FIFA7
AC Ajaccio,614,Ligue 2,69,65,63,72,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,6,21,25.45,24.19,https://sofifa.com/team/614/ac-ajaccio/,France,FIFA7
FC Zürich,894,Super League,69,67,67,67,3000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,16,9,22,23.18,22.0,https://sofifa.com/team/894/fc-zurich/,Switzerland,FIFA7
SK Brann,919,Eliteserien,69,70,69,68,750000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,17,8,21,27.0,26.43,https://sofifa.com/team/919/sk-brann/,Norway,FIFA7
Vålerenga Fotball,920,Eliteserien,69,69,60,67,1400000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,19,10,23,27.55,25.7,https://sofifa.com/team/920/valerenga-fotball/,Norway,FIFA7
Manisaspor,101035,Süper Lig,69,68,67,72,1200000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,2,21,25.45,24.62,https://sofifa.com/team/101035/manisaspor/,Turkey,FIFA7
Real Valladolid CF,462,La Liga 2,69,72,69,70,600000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,13,7,21,27.18,25.86,https://sofifa.com/team/462/real-valladolid-cf/,Spain,FIFA7
Xerez,1742,La Liga 2,69,70,66,66,450000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,4,21,26.55,26.48,https://sofifa.com/team/1742/xerez/,Spain,FIFA7
Seongnam FC,981,K League 1,69,69,65,71,7000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,18,4,21,26.64,25.86,https://sofifa.com/team/981/seongnam-fc/,Korea Republic,FIFA7
FC Lorient,217,Ligue 1,69,69,69,67,2500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,5,23,26.18,25.87,https://sofifa.com/team/217/fc-lorient/,France,FIFA7
Standard de Liège,232,Pro League,69,69,69,65,5000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,17,11,23,25.45,25.04,https://sofifa.com/team/232/standard-de-liege/,Belgium,FIFA7
Atlas FC,101114,Liga MX,69,69,66,65,750000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,12,4,23,23.91,23.39,https://sofifa.com/team/101114/atlas-fc/,Mexico,FIFA7
São Caetano,1789,Série A,69,71,69,70,500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,15,7,21,25.91,25.9,https://sofifa.com/team/1789/sao-caetano/,Brazil,FIFA7
Watford,1795,Premier League,68,67,67,68,25000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,9,25,25.27,25.08,https://sofifa.com/team/1795/watford/,Britain,FIFA7
Crystal Palace,1799,Championship,68,68,67,66,5000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,9,23,26.0,26.22,https://sofifa.com/team/1799/crystal-palace/,Britain,FIFA7
SC Freiburg,25,2. Bundesliga,68,66,66,70,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,6,21,23.64,24.14,https://sofifa.com/team/25/sc-freiburg/,Germany,FIFA7
FC Hansa Rostock,27,2. Bundesliga,68,65,69,65,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,6,21,27.64,25.86,https://sofifa.com/team/27/fc-hansa-rostock/,Germany,FIFA7
1. FC Kaiserslautern,29,2. Bundesliga,68,68,66,70,1500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,13,8,21,24.73,23.14,https://sofifa.com/team/29/1-fc-kaiserslautern/,Germany,FIFA7
Jaguares FC,112679,Liga MX,68,68,69,68,750000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,3,23,28.0,27.78,https://sofifa.com/team/112679/jaguares-fc/,Mexico,FIFA7
Karlsruher SC,1832,2. Bundesliga,68,65,68,67,750000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,21,25.45,25.14,https://sofifa.com/team/1832/karlsruher-sc/,Germany,FIFA7
Rosenborg BK,298,Eliteserien,68,70,66,64,1500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,20,12,23,28.18,25.39,https://sofifa.com/team/298/rosenborg-bk/,Norway,FIFA7
Vasco da Gama,569,Série A,68,73,66,64,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,18,9,21,26.18,24.43,https://sofifa.com/team/569/vasco-da-gama/,Brazil,FIFA7
Sporting Club Bastia,58,Ligue 2,68,65,65,66,500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,5,21,27.55,25.19,https://sofifa.com/team/58/sporting-club-bastia/,France,FIFA7
CD Veracruz,110145,Liga MX,68,71,65,68,750000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,3,23,26.18,26.26,https://sofifa.com/team/110145/cd-veracruz/,Mexico,FIFA7
Wisła Kraków,1873,Ekstraklasa,68,66,68,66,1600000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,20,9,23,26.91,26.74,https://sofifa.com/team/1873/wisla-krakow/,Poland,FIFA7
Lecce,347,Serie B,68,58,65,61,1300000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,12,9,21,24.82,24.1,https://sofifa.com/team/347/lecce/,Italy,FIFA7
CS Sedan Ardennes,613,Ligue 1,68,69,66,67,2500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,5,23,25.18,26.61,https://sofifa.com/team/613/cs-sedan-ardennes/,France,FIFA7
União de Leiria,1895,Primeira Liga,68,64,68,66,300000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,3,23,25.27,25.39,https://sofifa.com/team/1895/uniao-de-leiria/,Portugal,FIFA7
Boavista FC,1898,Primeira Liga,68,70,67,66,380000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,14,8,22,26.45,26.64,https://sofifa.com/team/1898/boavista-fc/,Portugal,FIFA7
NAC Breda,1904,Eredivisie,68,65,67,61,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,13,7,23,27.36,25.17,https://sofifa.com/team/1904/nac-breda/,Netherlands,FIFA7
Kayserispor,101020,Süper Lig,68,65,69,67,1200000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,11,5,21,26.73,25.0,https://sofifa.com/team/101020/kayserispor/,Turkey,FIFA7
KRC Genk,673,Pro League,68,67,66,65,1200000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,15,9,21,25.0,23.52,https://sofifa.com/team/673/krc-genk/,Belgium,FIFA7
FC Energie Cottbus,162,Bundesliga,68,66,67,68,1300000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,6,23,27.18,27.04,https://sofifa.com/team/162/fc-energie-cottbus/,Germany,FIFA7
Goiás,111042,Série A,68,70,68,66,500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,13,5,21,26.82,26.62,https://sofifa.com/team/111042/goias/,Brazil,FIFA7
Stade Malherbe Caen,210,Ligue 2,68,67,66,65,640000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,5,21,26.18,25.05,https://sofifa.com/team/210/stade-malherbe-caen/,France,FIFA7
CD Numancia,477,La Liga 2,68,66,68,68,900000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,7,21,26.64,27.29,https://sofifa.com/team/477/cd-numancia/,Spain,FIFA7
Atlante,101116,Liga MX,68,65,62,68,750000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,23,26.91,24.83,https://sofifa.com/team/101116/atlante/,Mexico,FIFA7
SK Rapid,254,Bundesliga,68,62,64,69,1500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,20,9,21,27.82,26.48,https://sofifa.com/team/254/sk-rapid/,Austria,FIFA7
Norwich City,1792,Championship,67,65,64,67,2600000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,9,23,26.09,25.39,https://sofifa.com/team/1792/norwich-city/,Britain,FIFA7
Botafogo,517,Série A,67,68,66,69,730000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,17,9,21,25.27,25.62,https://sofifa.com/team/517/botafogo/,Brazil,FIFA7
Coventry City,1800,Championship,67,68,68,66,1300000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,8,23,25.82,26.17,https://sofifa.com/team/1800/coventry-city/,Britain,FIFA7
Preston North End,1801,Championship,67,70,61,64,1300000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,14,8,23,26.0,25.3,https://sofifa.com/team/1801/preston-north-end/,Britain,FIFA7
CAP Ciudad de Murcia,2057,La Liga 2,67,67,67,68,500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,5,21,26.18,25.9,https://sofifa.com/team/2057/cap-ciudad-de-murcia/,Spain,FIFA7
Sparta Praha,267,První liga,67,67,65,70,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,20,10,21,27.27,26.1,https://sofifa.com/team/267/sparta-praha/,Czechia,FIFA7
Atlético Mineiro,1035,Série A,67,67,63,64,5000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,16,9,21,23.0,23.33,https://sofifa.com/team/1035/atletico-mineiro/,Brazil,FIFA7
TSV 1860 München,33,2. Bundesliga,67,68,65,67,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,11,6,21,25.91,24.76,https://sofifa.com/team/33/tsv-1860-munchen/,Germany,FIFA7
En Avant Guingamp,62,Ligue 2,67,68,65,64,500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,5,21,25.36,24.62,https://sofifa.com/team/62/en-avant-guingamp/,France,FIFA7
Albacete Balompié,1854,La Liga 2,67,67,68,67,750000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,6,21,26.82,25.33,https://sofifa.com/team/1854/albacete-balompie/,Spain,FIFA7
Real Murcia CF,1855,La Liga 2,67,70,66,67,500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,5,21,27.36,26.81,https://sofifa.com/team/1855/real-murcia-cf/,Spain,FIFA7
Malmö FF,320,Allsvenskan,67,66,68,66,1400000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,20,9,21,27.64,26.33,https://sofifa.com/team/320/malmo-ff/,Sweden,FIFA7
Santos Laguna,110144,Liga MX,67,65,67,66,750000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,23,26.36,24.78,https://sofifa.com/team/110144/santos-laguna/,Mexico,FIFA7
Grasshopper Club Zürich,322,Super League,67,66,64,65,1500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,17,8,23,24.09,23.35,https://sofifa.com/team/322/grasshopper-club-zurich/,Switzerland,FIFA7
Grêmio,1629,Série A,67,70,67,67,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,12,5,21,26.09,24.38,https://sofifa.com/team/1629/gremio/,Brazil,FIFA7
CD Nacional,1891,Primeira Liga,67,65,66,66,500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,3,23,26.82,26.17,https://sofifa.com/team/1891/cd-nacional/,Portugal,FIFA7
Associação Académica de Coimbra,1901,Primeira Liga,67,65,66,67,500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,4,23,27.55,25.83,https://sofifa.com/team/1901/associacao-academica-de-coimbra/,Portugal,FIFA7
Wolverhampton Wanderers,110,Championship,67,66,64,67,3100000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,9,23,26.36,24.74,https://sofifa.com/team/110/wolverhampton-wanderers/,Britain,FIFA7
FC Utrecht,1903,Eredivisie,67,65,68,66,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,15,6,23,25.09,24.96,https://sofifa.com/team/1903/fc-utrecht/,Netherlands,FIFA7
FC Twente,1908,Eredivisie,67,68,66,65,1000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,15,8,23,26.27,25.61,https://sofifa.com/team/1908/fc-twente/,Netherlands,FIFA7
Vitesse,1909,Eredivisie,67,66,66,65,500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,15,8,23,24.0,23.04,https://sofifa.com/team/1909/vitesse/,Netherlands,FIFA7
Valenciennes FC,110456,Ligue 1,67,68,65,65,2500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,5,23,26.09,26.91,https://sofifa.com/team/110456/valenciennes-fc/,France,FIFA7
SC Heerenveen,1913,Eredivisie,67,64,68,65,2500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,15,5,23,24.18,23.39,https://sofifa.com/team/1913/sc-heerenveen/,Netherlands,FIFA7
Brescia,190,Serie B,67,66,66,67,3500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,11,6,21,26.0,23.05,https://sofifa.com/team/190/brescia/,Italy,FIFA7
Pohang Steelers,1474,K League 1,67,74,64,63,2000000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,14,4,21,25.36,24.48,https://sofifa.com/team/1474/pohang-steelers/,Korea Republic,FIFA7
Ponte Preta,111043,Série A,67,67,69,66,560000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,14,4,21,26.09,25.29,https://sofifa.com/team/111043/ponte-preta/,Brazil,FIFA7
Figueirense,111045,Série A,67,68,66,64,500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,12,4,21,23.55,22.95,https://sofifa.com/team/111045/figueirense/,Brazil,FIFA7
Real Sporting de Gijón,459,La Liga 2,67,68,65,65,600000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,13,7,21,25.27,23.67,https://sofifa.com/team/459/real-sporting-de-gijon/,Spain,FIFA7
Elche CF,468,La Liga 2,67,69,67,68,600000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,21,27.09,26.43,https://sofifa.com/team/468/elche-cf/,Spain,FIFA7
Dijon FCO,110569,Ligue 2,67,65,67,65,500000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,3,21,28.73,26.86,https://sofifa.com/team/110569/dijon-fco/,France,FIFA7
Lillestrøm SK,299,Eliteserien,66,68,66,61,650000.0,0.0,Slow,Little,Short,Organised,Little,Little,Contain,Deep,Narrow,Cover,15,6,21,26.55,25.43,https://sofifa.com/team/299/lillestrom-sk/,Norway,FIFA7
