Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Joined,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Tactical Awareness,Positioning,Vision,Penalties,Composure,Total defending,Marking,Tackling,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Traits,Traits.1,PlayStyles,PlayStyles +,Number of traits,Acceleration Type,Unnamed: 78,href,country
,J. Carragher CB,28,85,86,Liverpool 2009,5467,"183cm / 6'0""",76kg / 168lbs,Right,85,CB,,€0,€0,€0,202,20,31,89,62,0,224,41,0,86,39,58,235,73,74,0,88,0,239,50,0,84,87,18,174,88,0,0,0,0,86,177,87,90,0,40,10,9,0,12,9,1291,384,2,1,,,3,PLAYER_BODY_TYPE_,Yes,74,34,48,54,88,86,Leadership High club identification,,,,2,,,https://sofifa.com/player/5467/jamie-carragher/070002/,England
,C. Lucarelli ST,30,85,86,Livorno 2009,4556,"188cm / 6'2""",85kg / 187lbs,Right,85,ST,,€0,€0,€0,288,57,91,81,59,0,281,75,0,65,62,79,248,76,86,0,86,0,348,84,0,86,88,90,152,87,0,0,0,0,65,52,15,37,0,26,6,7,0,6,7,1395,425,4,1,,,3,PLAYER_BODY_TYPE_,Yes,82,88,60,78,30,87,Leadership Crowd favourite,,,,2,,,https://sofifa.com/player/4556/cristiano-lucarelli/070002/,Italy
,M. Landreau GK,27,85,91,Paris Saint-Germain 2010,3813,"183cm / 6'0""",85kg / 187lbs,Right,85,GK,,€0,€0,€0,52,10,8,8,26,0,184,9,0,70,74,31,203,61,59,0,83,0,135,22,0,44,60,9,119,49,0,0,0,0,70,18,11,7,0,351,82,90,0,92,87,1062,485,3,1,,,3,PLAYER_BODY_TYPE_,Yes,82,90,74,87,60,92,Leadership Media darling,,,,2,,,https://sofifa.com/player/3813/mickael-landreau/070002/,France
,S. Petrov CM,26,85,86,Aston Villa 2007,2956,"180cm / 5'11""",73kg / 161lbs,Right,85,CM,,€0,€0,€0,308,67,74,77,90,0,335,78,0,79,89,89,210,81,74,0,55,0,310,79,0,81,77,73,141,62,0,0,0,0,79,109,35,74,0,44,13,7,0,9,15,1457,443,4,1,,,3,PLAYER_BODY_TYPE_,Yes,77,75,83,78,55,75,Ambition Leadership,,,,2,,,https://sofifa.com/player/2956/stilian-petrov/070002/,Bulgaria
,F. Barthez GK,35,85,89,FC Nantes 2008,1607,"183cm / 6'0""",78kg / 172lbs,Left,85,GK,,€0,€0,€0,69,15,10,12,32,0,203,16,0,81,74,32,176,59,51,0,66,0,180,32,0,56,83,9,110,29,0,0,0,0,81,28,17,11,0,340,87,79,0,88,86,1106,469,4,1,,,4,PLAYER_BODY_TYPE_,Yes,87,79,74,86,55,88,Leadership,,,,1,,,https://sofifa.com/player/1607/fabien-barthez/070002/,France
,P. Vieira CDM,30,85,89,Inter 2010,1419,"189cm / 6'2""",80kg / 176lbs,Right,90,CDM,,€0,€0,€0,280,66,41,89,84,0,310,66,0,89,71,84,233,74,73,0,86,0,317,78,0,89,94,56,177,88,0,0,0,0,89,182,94,88,0,57,18,13,0,12,14,1556,462,3,1,,,4,PLAYER_BODY_TYPE_,Yes,73,55,77,75,91,91,Leadership High training work rate,,,,2,,,https://sofifa.com/player/1419/patrick-vieira/070002/,France
,C. Abbiati GK,28,85,88,Torino 2009,1219,"191cm / 6'3""",92kg / 203lbs,Right,85,GK,,€0,€0,€0,83,9,8,12,54,0,218,9,0,77,78,54,207,68,54,0,85,0,247,66,0,86,84,11,167,90,0,0,0,0,77,17,9,8,0,339,85,84,0,84,86,1278,477,3,1,,,3,PLAYER_BODY_TYPE_,Yes,85,84,78,86,60,84,Leadership,,,,1,,,https://sofifa.com/player/1219/christian-abbiati/070002/,Italy
,F. Rost GK,33,85,86,Hamburger SV 2007,899,"194cm / 6'4""",90kg / 198lbs,Right,85,GK,,€0,€0,€0,110,24,22,26,38,0,199,25,0,73,74,27,188,57,63,0,68,0,199,46,0,59,80,14,157,84,0,0,0,0,73,52,19,33,0,338,83,84,0,85,86,1243,472,3,1,,,3,PLAYER_BODY_TYPE_,Yes,83,84,74,86,60,85,Leadership High club identification,,,,2,,,https://sofifa.com/player/899/frank-rost/070002/,Germany
,Hasan Şaş RW,29,85,86,Galatasaray SK 2008,726,"177cm / 5'10""",74kg / 163lbs,Right,85,CF,,€0,€0,€0,291,91,49,62,89,0,316,84,0,73,80,79,235,92,75,0,68,0,315,81,0,79,79,76,146,73,0,0,0,0,73,99,41,58,0,48,13,14,0,10,11,1450,440,4,1,,,3,PLAYER_BODY_TYPE_,Yes,83,63,86,80,50,78,Leadership,,,,1,,,https://sofifa.com/player/726/hasan-sas/070002/,Türkiye
,R. Giggs LM,32,85,90,Manchester United 2008,241,"180cm / 5'11""",68kg / 150lbs,Left,85,CF,,€0,€0,€0,305,87,76,61,81,0,319,86,0,79,71,83,247,84,85,0,78,0,286,75,0,79,60,72,144,65,0,0,0,0,79,52,16,36,0,36,10,9,0,9,8,1389,420,3,1,,,4,PLAYER_BODY_TYPE_,Yes,85,75,80,84,29,67,Leadership High club identification Crowd favourite,,,,3,,,https://sofifa.com/player/241/ryan-giggs/070002/,Wales
,T. Petrovici ST,24,84,84,Fiorentina 2009,177848,"182cm / 6'0""",76kg / 168lbs,Right,84,ST,,€0,€0,€0,306,66,81,79,80,0,281,84,0,94,19,84,241,78,84,0,79,0,322,85,0,81,76,80,171,77,0,0,0,0,94,55,21,34,0,38,6,12,0,12,8,1414,419,3,1,,,2,PLAYER_BODY_TYPE_,Yes,81,82,63,83,32,78,Leadership,,,,1,,,https://sofifa.com/player/177848/teodor-petrovici/070002/,Romania
,Fred ST,22,84,90,Olympique Lyonnais 2009,160774,"185cm / 6'1""",75kg / 165lbs,Left,84,ST,,€0,€0,€0,313,63,92,86,72,0,306,80,0,76,67,83,242,85,75,0,82,0,311,81,0,80,68,82,133,57,0,0,0,0,76,46,15,31,0,31,8,10,0,5,8,1382,415,4,1,,,3,PLAYER_BODY_TYPE_,Yes,80,87,69,81,29,69,Leadership Media darling,,,,2,,,https://sofifa.com/player/160774/fred/070002/,Brazil
,R. Enke GK,28,84,86,Hannover 96 2007,158400,"186cm / 6'1""",78kg / 172lbs,Right,84,GK,,€0,€0,€0,65,11,12,19,23,0,188,12,0,81,76,19,193,59,56,0,78,0,171,29,0,54,74,14,144,63,0,0,0,0,81,32,19,13,0,340,85,81,0,84,90,1133,473,3,1,,,3,PLAYER_BODY_TYPE_,Yes,85,81,76,90,57,84,Leadership Crowd favourite,,,,2,,,https://sofifa.com/player/158400/robert-enke/070002/,Germany
,S. Kalou CF,20,84,93,Chelsea 2009,158232,"170cm / 5'7""",70kg / 154lbs,Right,84,CF,,€0,€0,€0,304,62,87,78,77,0,282,88,0,63,46,85,243,83,93,0,67,0,294,78,0,77,66,73,127,64,0,0,0,0,63,43,24,19,0,37,9,7,0,8,13,1330,414,4,1,,,2,PLAYER_BODY_TYPE_,Yes,89,81,64,84,27,69,Leadership,,,,1,,,https://sofifa.com/player/158232/salomon-kalou/070002/,Côte d'Ivoire
,V. Bojinov ST,20,84,91,Juventus 2008,149306,"178cm / 5'10""",76kg / 168lbs,Right,84,ST,,€0,€0,€0,293,70,90,61,72,0,281,76,0,70,57,78,233,80,80,0,73,0,316,86,0,79,73,78,146,76,0,0,0,0,70,62,28,34,0,22,10,4,0,1,7,1353,418,4,1,,,3,PLAYER_BODY_TYPE_,Yes,80,85,68,76,34,75,Leadership,,,,1,,,https://sofifa.com/player/149306/valeri-bojinov/070002/,Bulgaria
,Liédson ST,28,84,83,Sporting CP 2010,148302,"175cm / 5'9""",63kg / 139lbs,Right,84,ST,,€0,€0,€0,248,21,88,74,65,0,293,78,0,82,53,80,249,85,75,0,89,0,287,86,0,84,54,63,149,67,0,0,0,0,82,68,48,20,0,54,14,13,0,14,13,1348,399,4,1,,,3,PLAYER_BODY_TYPE_,Yes,80,81,53,80,39,66,Leadership Crowd favourite Media darling,,,,3,,,https://sofifa.com/player/148302/liedson/070002/,Brazil
,I. Olic ST,26,84,87,Hamburger SV 2007,148138,"182cm / 6'0""",82kg / 181lbs,Left,84,ST,,€0,€0,€0,307,65,86,82,74,0,282,81,0,72,47,82,230,88,79,0,63,0,317,84,0,86,78,69,151,79,0,0,0,0,72,77,41,36,0,55,10,18,0,11,16,1419,432,4,1,,,2,PLAYER_BODY_TYPE_,Yes,83,81,65,79,43,81,Leadership High training work rate Crowd favourite,,,,3,,,https://sofifa.com/player/148138/ivica-olic/070002/,Croatia
,V. Demirel GK,24,84,88,Fenerbahçe SK 2007,143632,"192cm / 6'4""",88kg / 194lbs,Right,84,GK,,€0,€0,€0,148,29,28,69,22,0,205,19,0,63,86,37,193,62,59,0,72,0,219,36,0,48,88,47,111,48,0,0,0,0,63,92,46,46,0,334,89,75,0,79,91,1302,480,2,1,,,2,PLAYER_BODY_TYPE_,Yes,89,75,86,91,60,79,Leadership,,,,1,,,https://sofifa.com/player/143632/volkan-demirel/070002/,Türkiye
,E. Abidal LB,26,84,88,Olympique Lyonnais 2008,141645,"186cm / 6'1""",75kg / 165lbs,Left,84,LB,,€0,€0,€0,259,75,23,79,82,0,317,65,0,90,79,83,251,84,85,0,82,0,272,66,0,78,83,45,175,85,0,0,0,0,90,173,89,84,0,34,8,9,0,5,12,1481,447,3,1,,,3,PLAYER_BODY_TYPE_,Yes,85,40,80,74,86,82,Leadership,,,,1,,,https://sofifa.com/player/141645/eric-abidal/070002/,France
,R. Abbondanzieri GK,33,84,85,Getafe CF 2009,139036,"186cm / 6'1""",89kg / 196lbs,Right,84,GK,,€0,€0,€0,79,17,13,24,25,0,181,12,0,67,81,21,224,80,70,0,74,0,204,23,0,67,90,24,135,68,0,0,0,0,67,42,21,21,0,331,84,82,0,87,78,1196,487,3,1,,,4,PLAYER_BODY_TYPE_,Yes,84,82,81,78,75,87,Leadership,,,,1,,,https://sofifa.com/player/139036/roberto-carlos-abbondanzieri/070002/,Argentina
,Ü. Karan ST,29,84,86,Galatasaray SK 2007,138678,"181cm / 5'11""",75kg / 165lbs,Right,84,ST,,€0,€0,€0,292,61,92,72,67,0,265,72,0,79,42,72,236,79,84,0,73,0,334,86,0,83,82,83,154,75,0,0,0,0,79,73,32,41,0,46,11,12,0,9,14,1400,423,3,1,,,3,PLAYER_BODY_TYPE_,Yes,82,88,60,72,40,81,Inflexible Leadership Crowd favourite Media darling,,,,4,,,https://sofifa.com/player/138678/umit-karan/070002/,Türkiye
,E. Cambiasso CDM,25,84,86,Inter 2010,138123,"178cm / 5'10""",73kg / 161lbs,Right,85,CDM,,€0,€0,€0,308,84,59,80,85,0,315,75,0,79,79,82,245,83,84,0,78,0,306,78,0,88,82,58,163,84,0,0,0,0,79,172,85,87,0,41,14,14,0,6,7,1550,478,4,1,,,3,PLAYER_BODY_TYPE_,Yes,84,64,83,78,85,84,Leadership Flexibility,,,,2,,,https://sofifa.com/player/138123/esteban-cambiasso/070002/,Argentina
,M. Jørgensen LW,29,84,85,Fiorentina 2007,136834,"177cm / 5'10""",78kg / 172lbs,Left,85,LW,,€0,€0,€0,316,75,81,74,86,0,328,84,0,74,80,90,238,82,89,0,67,0,288,84,0,81,41,82,145,71,0,0,0,0,74,145,74,71,0,31,6,12,0,5,8,1491,465,3,1,,,3,PLAYER_BODY_TYPE_,Yes,86,82,81,84,73,59,Leadership,,,,1,,,https://sofifa.com/player/136834/martin-jorgensen/070002/,Denmark
,Gilberto LM,30,84,82,Hertha BSC 2008,135520,"180cm / 5'11""",78kg / 172lbs,Left,84,CF,,€0,€0,€0,254,86,36,50,82,0,326,84,0,80,81,81,243,85,87,0,71,0,289,73,0,78,76,62,141,61,0,0,0,0,80,126,60,66,0,28,7,6,0,6,9,1407,437,3,1,,,3,PLAYER_BODY_TYPE_,Yes,86,52,83,81,61,74,Leadership,,,,1,,,https://sofifa.com/player/135520/gilberto/070002/,Brazil
,K. Toure CB,25,84,86,Arsenal 2009,119152,"183cm / 6'0""",76kg / 168lbs,Right,84,CB,,€0,€0,€0,190,15,21,77,77,0,260,42,0,77,69,72,246,80,85,0,81,0,248,52,0,84,84,28,156,79,0,0,0,0,77,177,88,89,0,45,7,11,0,14,13,1322,403,4,1,,,2,PLAYER_BODY_TYPE_,Yes,83,32,60,58,87,83,Leadership High training work rate Crowd favourite,,,,3,,,https://sofifa.com/player/119152/kolo-toure/070002/,Côte d'Ivoire
,M. Vucinic ST,22,84,91,Roma 2007,106850,"186cm / 6'1""",76kg / 168lbs,Right,84,ST,,€0,€0,€0,306,58,86,82,80,0,297,87,0,77,48,85,251,82,90,0,79,0,308,81,0,72,76,79,125,48,0,0,0,0,77,46,18,28,0,30,8,7,0,8,7,1363,417,3,1,,,2,PLAYER_BODY_TYPE_,Yes,86,83,66,85,28,69,Leadership,,,,1,,,https://sofifa.com/player/106850/mirko-vucinic/070002/,Serbia
,Valdés GK,24,84,85,FC Barcelona 2010,106573,"183cm / 6'0""",78kg / 172lbs,Right,84,GK,,€0,€0,€0,58,10,10,11,27,0,210,12,0,88,85,25,228,78,71,0,79,0,169,29,0,56,75,9,163,75,0,0,0,0,88,20,10,10,0,340,85,75,0,87,93,1188,499,3,1,,,3,PLAYER_BODY_TYPE_,Yes,85,75,85,93,74,87,Leadership High training work rate,,,,2,,,https://sofifa.com/player/106573/valdes/070002/,Spain
,L. King CB,25,84,85,Tottenham Hotspur 2008,50752,"188cm / 6'2""",88kg / 194lbs,Right,84,CB,,€0,€0,€0,197,19,34,86,58,0,243,47,0,77,54,65,255,85,89,0,81,0,265,61,0,87,91,26,155,78,0,0,0,0,77,170,83,87,0,38,11,5,0,11,11,1323,406,3,1,,,3,PLAYER_BODY_TYPE_,Yes,87,40,49,58,85,87,Leadership High club identification Crowd favourite,,,,3,,,https://sofifa.com/player/50752/ledley-king/070002/,England
,Lincoln CAM,27,84,88,FC Schalke 04 2008,48752,"177cm / 5'10""",71kg / 157lbs,Right,86,CF,,€0,€0,€0,284,81,65,46,92,0,344,87,0,83,84,90,258,84,87,0,87,0,294,69,0,73,71,81,152,69,0,0,0,0,83,62,20,42,0,33,10,7,0,10,6,1427,433,4,1,,,4,PLAYER_BODY_TYPE_,Yes,86,71,86,88,31,71,Leadership,,,,1,,,https://sofifa.com/player/48752/lincoln/070002/,Brazil
,P. Djordjevic LM,33,84,83,Olympiacos FC 2007,46444,"182cm / 6'0""",75kg / 165lbs,Left,84,LM,,€0,€0,€0,324,86,87,73,78,0,325,86,0,74,78,87,223,85,84,0,54,0,307,79,0,80,85,63,159,85,0,0,0,0,74,165,79,86,0,61,18,16,0,11,16,1564,490,3,1,,,1,PLAYER_BODY_TYPE_,Yes,84,79,80,82,81,84,Leadership,,,,1,,,https://sofifa.com/player/46444/predrag-djordjevic/070002/,Serbia
,D. Majstorovic CB,29,84,85,FC Basel 1893 2008,46167,"191cm / 6'3""",88kg / 194lbs,Right,84,CB,,€0,€0,€0,263,55,48,91,69,0,259,50,0,79,58,72,198,62,58,0,78,0,294,49,0,77,91,77,158,79,0,0,0,0,79,164,85,79,0,49,12,13,0,10,14,1385,410,3,1,,,3,PLAYER_BODY_TYPE_,Yes,60,57,64,62,83,84,Leadership,,,,1,,,https://sofifa.com/player/46167/daniel-majstorovic/070002/,Sweden
,Raúl CF,29,84,88,Real Madrid 2010,45661,"180cm / 5'11""",73kg / 161lbs,Left,84,CF,,€0,€0,€0,317,68,86,79,84,0,325,84,0,79,78,84,245,79,85,0,81,0,311,82,0,75,70,84,152,73,0,0,0,0,79,73,18,55,0,34,5,14,0,9,6,1457,439,4,1,,,5,PLAYER_BODY_TYPE_,Yes,82,84,78,84,39,72,Leadership High club identification Crowd favourite Media darling,,,,4,,,https://sofifa.com/player/45661/raul/070002/,Spain
,P. Mexès CB,24,84,85,Roma 2008,41635,"187cm / 6'2""",82kg / 181lbs,Right,84,CB,,€0,€0,€0,253,69,28,85,71,0,260,47,0,73,68,72,238,85,77,0,76,0,262,70,0,76,81,35,148,75,0,0,0,0,73,173,85,88,0,45,13,7,0,11,14,1379,415,4,1,,,3,PLAYER_BODY_TYPE_,Yes,81,40,70,60,86,78,Leadership,,,,1,,,https://sofifa.com/player/41635/philippe-mexes/070002/,France
,L. Bernardi CM,28,84,86,AS Monaco 2008,32120,"171cm / 5'7""",68kg / 150lbs,Right,84,CM,,€0,€0,€0,278,67,52,69,90,0,328,76,0,84,81,87,227,82,76,0,69,0,331,84,0,87,84,76,177,93,0,0,0,0,84,113,43,70,0,59,15,20,0,12,12,1513,448,4,1,,,3,PLAYER_BODY_TYPE_,Yes,79,66,81,79,56,87,Adaptability Leadership,,,,2,,,https://sofifa.com/player/32120/lucas-ademar-bernardi/070002/,Argentina
,D. Berbatov ST,25,84,90,Tottenham Hotspur 2010,30110,"188cm / 6'2""",79kg / 174lbs,Right,84,ST,,€0,€0,€0,332,72,92,89,79,0,303,77,0,79,61,86,267,85,89,0,93,0,291,78,0,69,73,71,150,71,0,0,0,0,79,36,12,24,0,35,7,8,0,12,8,1414,422,3,1,,,2,PLAYER_BODY_TYPE_,Yes,87,83,73,83,25,71,Leadership,,,,1,,,https://sofifa.com/player/30110/dimitar-berbatov/070002/,Bulgaria
,Helguera CB,31,84,84,Real Madrid 2008,26157,"185cm / 6'1""",75kg / 165lbs,Right,84,CB,,€0,€0,€0,264,61,44,79,80,0,278,58,0,80,64,76,229,83,82,0,64,0,307,81,0,85,88,53,160,80,0,0,0,0,80,171,82,89,0,47,10,10,0,15,12,1456,444,4,1,,,4,PLAYER_BODY_TYPE_,Yes,82,55,71,65,85,86,Leadership Low club identification,,,,2,,,https://sofifa.com/player/26157/helguera/070002/,Spain
,C. Pizarro ST,27,84,85,FC Bayern München 2007,25420,"184cm / 6'0""",79kg / 174lbs,Right,84,ST,,€0,€0,€0,292,49,90,94,59,0,272,75,0,70,47,80,233,80,81,0,72,0,316,89,0,70,80,77,120,50,0,0,0,0,70,68,25,43,0,38,13,13,0,6,6,1339,408,4,1,,,1,PLAYER_BODY_TYPE_,Yes,81,86,55,76,39,71,Leadership,,,,1,,,https://sofifa.com/player/25420/claudio-pizarro/070002/,Peru
,J. Reina GK,23,84,89,Liverpool 2009,24630,"187cm / 6'2""",85kg / 187lbs,Right,84,GK,,€0,€0,€0,46,9,9,9,19,0,181,7,0,72,79,23,194,59,47,0,88,0,188,29,0,76,74,9,141,69,0,0,0,0,72,16,8,8,0,339,87,79,0,86,87,1105,470,3,1,,,3,PLAYER_BODY_TYPE_,Yes,87,79,79,87,52,86,Leadership,,,,1,,,https://sofifa.com/player/24630/jose-reina/070002/,Spain
,Maniche CAM,28,84,87,Atlético Madrid 2007,20212,"173cm / 5'8""",69kg / 152lbs,Right,84,CAM,,€0,€0,€0,306,74,76,65,91,0,320,83,0,74,82,81,248,87,85,0,76,0,305,83,0,80,65,77,147,73,0,0,0,0,74,106,63,43,0,47,10,15,0,9,13,1479,454,4,1,,,3,PLAYER_BODY_TYPE_,Yes,86,78,83,81,55,71,Leadership,,,,1,,,https://sofifa.com/player/20212/maniche/070002/,Portugal
,J. Koller ST,33,84,86,AS Monaco 2008,13940,"202cm / 6'8""",100kg / 220lbs,Right,84,ST,,€0,€0,€0,319,64,89,93,73,0,269,64,0,79,42,84,221,71,72,0,78,0,344,88,0,85,95,76,169,90,0,0,0,0,79,60,17,43,0,37,7,13,0,11,6,1419,420,3,1,,,4,PLAYER_BODY_TYPE_,Yes,72,85,64,73,35,91,Leadership Media darling,,,,2,,,https://sofifa.com/player/13940/jan-koller/070002/,Czechia
,S. Solari LW,29,84,86,Inter 2008,10962,"180cm / 5'11""",75kg / 165lbs,Left,85,ST,,€0,€0,€0,326,79,84,74,89,0,324,81,0,84,77,82,238,81,87,0,70,0,323,79,0,87,84,73,167,83,0,0,0,0,84,146,68,78,0,42,9,13,0,9,11,1566,485,3,1,,,3,PLAYER_BODY_TYPE_,Yes,84,80,83,80,73,85,Leadership,,,,1,,,https://sofifa.com/player/10962/santiago-hernan-solari/070002/,Argentina
,Guti CAM,29,84,85,Real Madrid 2008,9593,"185cm / 6'1""",76kg / 168lbs,Left,84,CAM,,€0,€0,€0,319,82,76,73,88,0,338,81,0,83,87,87,225,74,81,0,70,0,310,77,0,82,70,81,151,68,0,0,0,0,83,78,31,47,0,38,6,10,0,8,14,1459,438,3,1,,,3,PLAYER_BODY_TYPE_,Yes,78,78,86,81,42,73,Leadership High club identification,,,,2,,,https://sofifa.com/player/9593/guti/070002/,Spain
,D. Cissé ST,24,84,91,Olympique de Marseille 2007,7784,"183cm / 6'0""",78kg / 172lbs,Right,84,ST,,€0,€0,€0,265,42,80,72,71,0,264,75,0,52,56,81,259,87,91,0,81,0,309,90,0,80,66,73,114,62,0,0,0,0,52,40,17,23,0,36,11,5,0,14,6,1287,398,4,1,,,4,PLAYER_BODY_TYPE_,Yes,89,79,58,78,25,69,Leadership Crowd favourite,,,,2,,,https://sofifa.com/player/7784/djibril-cisse/070002/,France
,F. Ljungberg RM,29,84,86,Arsenal 2009,6975,"176cm / 5'9""",73kg / 161lbs,Right,84,CF,,€0,€0,€0,303,82,73,62,86,0,311,78,0,81,69,83,254,82,88,0,84,0,318,69,0,87,86,76,143,62,0,0,0,0,81,121,47,74,0,32,11,11,0,5,5,1482,460,4,1,,,4,PLAYER_BODY_TYPE_,Yes,85,73,80,81,59,82,Leadership High club identification,,,,2,,,https://sofifa.com/player/6975/freddie-ljungberg/070002/,Sweden
,A. Nikopolidis GK,34,84,87,Olympiacos FC 2008,6148,"187cm / 6'2""",88kg / 194lbs,Right,84,GK,,€0,€0,€0,53,11,11,13,18,0,189,12,0,81,82,14,205,67,67,0,71,0,202,11,0,90,84,17,158,77,0,0,0,0,81,24,12,12,0,335,81,83,0,85,86,1166,484,3,1,,,3,PLAYER_BODY_TYPE_,Yes,81,83,82,86,67,85,Leadership,,,,1,,,https://sofifa.com/player/6148/antonios-nikopolidis/070002/,Greece
,E. Corini CM,35,84,85,Palermo FC 2007,5244,"173cm / 5'8""",67kg / 148lbs,Right,84,CM,,€0,€0,€0,291,69,77,56,89,0,331,87,0,81,81,82,235,78,79,0,78,0,327,81,0,83,81,82,160,79,0,0,0,0,81,144,68,76,0,46,6,15,0,12,13,1534,474,4,1,,,3,PLAYER_BODY_TYPE_,Yes,79,79,81,84,70,81,Leadership Crowd favourite,,,,2,,,https://sofifa.com/player/5244/eugenio-corini/070002/,Italy
,Emerson CDM,30,84,89,Real Madrid 2008,4767,"182cm / 6'0""",80kg / 176lbs,Right,85,CDM,,€0,€0,€0,297,75,50,84,88,0,307,72,0,81,73,81,251,83,86,0,82,0,309,72,0,94,80,63,165,84,0,0,0,0,81,170,84,86,0,40,7,10,0,11,12,1539,471,4,1,,,4,PLAYER_BODY_TYPE_,Yes,85,59,80,77,85,85,Leadership,,,,1,,,https://sofifa.com/player/4767/emerson/070002/,Brazil
,J. Cruz ST,31,84,84,Inter 2006,3934,"190cm / 6'3""",78kg / 172lbs,Right,84,ST,,€0,€0,€0,315,67,87,93,68,0,274,68,0,74,52,80,240,78,78,0,84,0,334,89,0,86,78,81,153,79,0,0,0,0,74,76,34,42,0,49,13,13,0,12,11,1441,426,4,1,,,3,PLAYER_BODY_TYPE_,Yes,78,85,64,75,43,81,Leadership,,,,1,,,https://sofifa.com/player/3934/julio-ricardo-cruz/070002/,Argentina
,R. Carvalho CB,28,84,87,Chelsea 2007,3622,"183cm / 6'0""",79kg / 174lbs,Right,84,CB,,€0,€0,€0,187,17,17,78,75,0,238,42,0,86,45,65,232,72,73,0,87,0,222,34,0,86,84,18,167,81,0,0,0,0,86,176,89,87,0,32,7,5,0,14,6,1254,379,3,1,,,3,PLAYER_BODY_TYPE_,Yes,73,24,54,57,87,84,Leadership,,,,1,,,https://sofifa.com/player/3622/ricardo-carvalho/070002/,Portugal
,S. Given GK,30,84,89,Newcastle United 2011,2651,"185cm / 6'1""",84kg / 185lbs,Right,84,GK,,€0,€0,€0,43,11,11,9,12,0,177,12,0,87,67,11,194,68,62,0,64,0,186,13,0,82,80,11,163,76,0,0,0,0,87,22,11,11,0,335,85,87,0,79,84,1120,467,3,1,,,2,PLAYER_BODY_TYPE_,Yes,85,87,67,84,65,79,Leadership High club identification,,,,2,,,https://sofifa.com/player/2651/shay-given/070002/,Republic of Ireland
,Tamudo ST,28,84,85,RCD Espanyol 2010,2264,"180cm / 5'11""",71kg / 157lbs,Right,84,ST,,€0,€0,€0,295,73,88,56,78,0,299,81,0,83,51,84,250,85,90,0,75,0,298,80,0,78,78,62,156,73,0,0,0,0,83,56,26,30,0,34,7,7,0,11,9,1388,428,3,1,,,3,PLAYER_BODY_TYPE_,Yes,88,80,71,81,31,77,Leadership High training work rate Crowd favourite,,,,3,,,https://sofifa.com/player/2264/tamudo/070002/,Spain
,R. Weidenfeller GK,25,84,90,Borussia Dortmund 2009,2196,"188cm / 6'2""",85kg / 187lbs,Left,84,GK,,€0,€0,€0,40,13,12,7,8,0,172,11,0,71,74,16,206,53,64,0,89,0,157,13,0,51,81,12,148,77,0,0,0,0,71,20,9,11,0,337,85,83,0,81,88,1080,470,3,1,,,3,PLAYER_BODY_TYPE_,Yes,85,83,74,88,59,81,Ambition Leadership,,,,2,,,https://sofifa.com/player/2196/roman-weidenfeller/070002/,Germany
,J. Micoud CAM,32,84,84,FC Girondins de Bordeaux 2008,1418,"185cm / 6'1""",77kg / 170lbs,Right,84,CAM,,€0,€0,€0,295,80,74,51,90,0,344,87,0,83,86,88,207,62,73,0,72,0,311,74,0,80,84,73,138,55,0,0,0,0,83,62,21,41,0,38,13,10,0,10,5,1395,422,4,1,,,3,PLAYER_BODY_TYPE_,Yes,68,74,86,85,32,77,Leadership,,,,1,,,https://sofifa.com/player/1418/johan-micoud/070002/,France
,Y. Bastürk CAM,27,84,83,Hertha BSC 2007,1283,"168cm / 5'6""",68kg / 150lbs,Right,87,CF,,€0,€0,€0,254,81,63,22,88,0,342,92,0,78,81,91,249,88,84,0,77,0,259,66,0,78,48,67,155,77,0,0,0,0,78,54,21,33,0,28,6,9,0,7,6,1341,413,3,1,,,3,PLAYER_BODY_TYPE_,Yes,86,65,84,89,26,63,Leadership Crowd favourite Media darling,,,,3,,,https://sofifa.com/player/1283/yildiray-basturk/070002/,Türkiye
,M. Di Vaio ST,29,84,84,Genoa 2009,1099,"178cm / 5'10""",76kg / 168lbs,Right,84,ST,,€0,€0,€0,298,77,84,69,68,0,244,76,0,72,20,76,252,84,85,0,83,0,292,87,0,87,42,76,123,51,0,0,0,0,72,67,28,39,0,25,6,8,0,5,6,1301,397,4,1,,,3,PLAYER_BODY_TYPE_,Yes,85,82,59,77,37,57,Adaptability Leadership Low club identification,,,,3,,,https://sofifa.com/player/1099/marco-di-vaio/070002/,Italy
